,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
2467, Fili ,108500,6,walk,agency,0,4,4,22,3,64,64,64
2468, Otradnoe ,45000,14,walk,developer,50,2,3,9,1,39,20,9
2469, Kommunarka ,41000,9,walk,developer,50,25,11,11,1,64,64,64
2470, Nakhimovskii prospekt ,50000,3,walk,developer,50,14,6,12,1,64,64,64
2471, Otradnoe ,60000,10,walk,developer,50,32,6,12,2,53,33,9
2472,No data,130000,0,walk,agency,0,21,15,17,3,64,64,64
2473, Solntcevo ,43000,10,walk,owner,0,12,8,19,1,64,64,64
2474, Buninskaia Alleia ,53000,9,walk,developer,50,15,14,24,2,55,35,10
2475, Maiakovskaia ,100000,10,walk,developer,30,13,5,9,2,64,64,64
2476, Kuntcevskaia ,43000,10,walk,developer,0,12,8,14,1,49,25,11
2477, Kommunarka ,59000,25,transport,developer,0,7,10,17,2,55,35,11
2478, Vykhino ,38000,14,walk,developer,60,31,7,16,+,64,64,64
2479, Planernaia ,45000,6,walk,developer,50,30,8,9,1,36,19,7
2480, Narodnoe Opolchenie ,110000,12,transport,agency,0,26,11,17,3,64,64,64
2481, Mezhdunarodnaia ,450000,6,walk,developer,0,190,31,73,3,64,64,64
2482, Shelepikha ,110000,5,walk,developer,50,50,2,53,2,45,32,8
2483,No data,65000,0,walk,developer,50,5,1,14,2,43,31,7
2484, Nagornaia ,65000,18,walk,agency,0,7,7,9,3,64,64,64
2485,No data,42807,0,walk,agency,0,54,7,9,3,64,64,64
2486, Proletarskaia ,65000,13,transport,developer,50,11,9,9,1,30,18,7
2487,No data,70000,0,transport,developer,50,37,10,16,2,64,64,64
2488, Kievskaia ,70000,13,walk,developer,50,33,7,9,1,64,64,64
2489, Kommunarka ,40000,13,transport,developer,70,20,11,16,+,48,18,13
2490, VDNKh ,60000,16,walk,developer,50,9,3,8,2,65,38,10
2491, Beliaevo ,52500,11,walk,developer,50,11,5,9,2,45,28,7
2492, Strogino ,65000,15,walk,developer,50,8,7,9,3,58,47,7
2493, Orekhovo ,50000,10,walk,developer,50,36,16,17,1,39,20,10
2494, Medvedkovo ,60000,19,walk,developer,50,8,13,17,2,63,36,9
2495,No data,65000,0,walk,developer,0,132,1,8,1,64,64,64
2496, Bulvar Rokossovskogo ,45000,13,transport,developer,60,26,3,5,2,64,64,64
2497, Paveletckaia ,110000,15,walk,owner,0,23,4,10,1,64,64,64
2498,No data,100000,0,walk,owner,0,40,8,16,4,64,64,64
2499, Seligerskaia ,65000,12,transport,developer,50,24,14,21,2,66,34,14
2500, Salarevo ,38000,16,transport,agency,100,35,11,16,1,64,64,64
2501, Okruzhnaia ,50000,9,walk,developer,50,16,3,20,1,35,19,9
2502, Altufevo ,35000,5,walk,developer,50,13,12,16,1,38,20,8
2503, Marina Roshcha ,50000,10,walk,developer,50,14,5,16,1,36,19,8
2504, Polianka ,95000,4,walk,developer,50,0,14,14,2,47,32,8
2505,No data,60000,0,walk,owner,0,15,7,14,2,64,64,64
2506,No data,48000,0,walk,developer,50,50,11,17,1,50,23,12
2507, Babushkinskaia ,50000,17,walk,developer,50,44,9,9,3,70,45,7
2508, Bibirevo ,42000,12,walk,developer,60,43,8,17,1,64,64,64
2509, Bibirevo ,50000,14,walk,developer,50,29,2,9,2,45,32,7
2510, Preobrazhenskaia ploshchad ,60000,12,transport,developer,50,37,3,16,2,55,35,10
2511,No data,74000,0,transport,agency,0,17,2,5,2,64,64,64
2512,No data,50000,0,transport,developer,50,15,16,16,1,40,20,10
2513, Oktiabrskoe pole ,43000,16,transport,owner,0,4,5,5,2,64,64,64
2514, Fili ,150000,16,walk,agency,0,18,7,16,2,64,64,64
2515, Planernaia ,49000,12,walk,agency,0,4,10,12,2,64,64,64
2516,No data,50000,0,walk,owner,0,19,2,9,2,64,64,64
2517, Pervomaiskaia ,50000,20,walk,developer,50,18,4,5,2,43,32,6
2518, Profsoiuznaia ,63000,2,walk,agency,20,12,3,8,2,43,30,7
2519, Filatov Lug ,96000,10,walk,agency,0,25,11,16,2,64,64,64
2520, Botanicheskii sad ,70000,16,walk,developer,50,5,8,23,1,42,20,10
2521, Aeroport ,110000,13,walk,agency,35,20,19,40,1,2,22,12
2522,No data,150000,0,walk,agency,0,13,7,18,4,124,91,10
2523, Petrovskii park ,72000,11,walk,agency,0,38,9,10,3,57,40,6
2524, Belorusskaia ,199000,12,walk,agency,0,22,3,6,3,96,75,12
2525, Shchukinskaia ,190000,12,walk,agency,0,2,16,29,4,165,95,20
2526, Kitai-gorod ,140000,15,walk,agency,0,0,15,32,2,70,46,14
2527, Tverskaia ,250000,2,walk,agency,0,191,7,7,3,104,56,22
2528,No data,260000,0,walk,agency,0,14,3,5,3,135,78,20
2529, Borovitckaia ,250000,11,walk,agency,0,35,7,10,3,126,70,15
2530,No data,1151963,0,walk,agency,0,218,23,23,6,301,251,42
2531, Tretiakovskaia ,250000,5,walk,agency,0,36,2,6,4,148,79,20
2532, Ramenki ,190000,15,walk,agency,0,11,2,21,4,115,80,5
2533,No data,140000,0,walk,agency,0,5,4,14,3,176,102,39
2534, Prospekt Mira ,200000,6,walk,agency,0,64,7,17,3,133,96,30
2535, Profsoiuznaia ,490000,12,walk,agency,0,209,6,18,5,410,286,41
2536, Belorusskaia ,450000,7,walk,agency,0,59,6,10,4,132,53,18
2537, Turgenevskaia ,380000,6,walk,agency,0,13,5,5,4,211,140,20
2538,No data,140000,0,walk,agency,0,6,28,33,2,52,35,10
2539, Smolenskaia ,1151963,13,walk,agency,0,22,10,10,3,180,68,33
2540,No data,140000,0,walk,agency,0,11,21,23,3,102,66,8
2541, Akademicheskaia ,230000,12,walk,agency,0,28,8,25,3,110,64,7
2542, Sokol ,155000,10,walk,agency,0,6,19,23,3,83,48,15
2543, Novokuznetckaia ,195000,8,walk,agency,0,15,5,6,1,64,64,64
2544, Universitet ,290000,6,walk,agency,0,22,15,19,4,140,83,21
2545, Prospekt Vernadskogo ,145000,8,walk,agency,0,35,2,25,3,111,62,16
2546, Turgenevskaia ,400000,5,walk,agency,0,183,3,5,5,190,114,20
2547, Kutuzovskaia ,99500,5,walk,agency,0,13,3,9,2,70,40,18
2548,No data,250000,0,walk,agency,0,29,15,22,4,121,80,15
2549, Frunzenskaia ,1600000,13,walk,agency,0,4,5,12,6,245,127,20
2550, Minskaia ,430000,14,walk,agency,0,22,32,36,3,125,79,10
2551, Barrikadnaia ,300000,12,walk,agency,0,177,20,25,4,163,116,14
2552, Tretiakovskaia ,290000,1,walk,agency,0,10,5,8,3,130,72,20
2553, Krylatskoe ,400000,11,walk,agency,0,58,4,22,4,176,90,15
2554,No data,270000,0,walk,agency,0,187,22,24,5,185,115,17
2555, Sretenskii bulvar ,400000,5,walk,agency,0,29,3,5,4,170,107,12
2556, Smolenskaia ,210000,10,walk,agency,0,2,3,4,3,103,53,10
2557, Maiakovskaia ,430000,10,walk,agency,0,28,3,5,4,167,109,18
2558, Serpukhovskaia ,150000,10,walk,agency,0,12,6,11,2,71,38,14
2559,No data,380000,0,walk,agency,0,21,16,19,3,115,2,10
2560,No data,150000,0,walk,agency,0,77,17,26,3,115,65,16
2561, Smolenskaia ,500000,10,walk,agency,0,0,7,7,5,180,70,20
2562, Krylatskoe ,145000,19,walk,agency,0,33,3,20,4,130,84,18
2563, Shelepikha ,200000,5,walk,agency,0,59,19,32,3,89,54,10
2564, Prospekt Mira ,250000,8,walk,agency,0,195,11,14,3,127,77,16
2565, Prospekt Mira ,250000,8,walk,agency,0,26,3,14,4,170,85,15
2566, Mendeleevskaia ,150000,5,walk,agency,0,14,2,7,3,80,55,9
2567, Shelepikha ,225000,21,walk,agency,30,20,2,19,3,98,80,15
2568, Prospekt Mira ,198000,8,walk,agency,0,71,3,14,3,117,66,12
2569, Delovoi tcentr ,130000,14,walk,agency,0,26,2,8,3,80,64,10
2570, Elektrozavodskaia ,100000,12,walk,agency,0,33,5,14,2,54,29,14
2571, Barrikadnaia ,430000,11,walk,agency,0,11,12,14,2,136,68,27
2572, Kurskaia ,300000,8,walk,agency,0,132,4,5,3,124,68,20
2573,No data,500000,0,walk,agency,0,206,1,4,4,215,120,20
2574,No data,450000,0,walk,agency,0,178,4,35,5,300,128,30
2575, Barrikadnaia ,140000,4,walk,agency,0,49,5,31,2,55,39,6
2576, Tretiakovskaia ,1100000,5,walk,agency,0,6,1,2,4,165,91,14
2577,No data,500000,0,walk,agency,0,216,29,30,6,295,156,16
2578, Tretiakovskaia ,800000,6,walk,agency,0,209,6,6,2,110,61,8
2579, Arbatskaia ,250000,6,walk,agency,0,8,5,7,4,130,84,20
2580, Belorusskaia ,150000,12,walk,agency,0,58,3,9,2,57,34,5
2581, Chistye prudy ,270000,11,walk,agency,0,18,5,6,4,140,87,15
2582, Tcvetnoi bulvar ,1500000,6,walk,agency,0,187,8,9,6,414,214,18
2583, Maiakovskaia ,270000,12,walk,agency,0,118,12,15,4,150,110,15
2584, Novoslobodskaia ,395000,3,walk,agency,0,183,2,8,4,150,92,10
2585, Frunzenskaia ,250000,9,walk,agency,0,21,9,11,2,70,50,10
2586, Kievskaia ,200000,6,walk,agency,0,7,3,12,3,75,52,8
2587, Smolenskaia ,280000,9,walk,agency,0,47,3,10,3,85,60,12
2588, Dinamo ,200000,10,walk,agency,0,31,4,17,3,88,67,10
2589, Prospekt Vernadskogo ,300000,11,walk,agency,0,170,12,17,5,210,124,23
2590, Park kultury ,450000,7,walk,agency,0,124,2,6,4,170,125,20
2591, Tretiakovskaia ,1500000,3,walk,agency,0,62,5,7,4,158,90,15
2592, Tulskaia ,300000,11,walk,agency,0,37,3,3,3,96,70,10
2593, Tretiakovskaia ,230000,2,walk,agency,0,173,2,5,3,140,120,17
2594,No data,1151963,0,walk,agency,0,52,19,21,6,325,189,16
2595, Trubnaia ,130000,6,walk,agency,0,4,2,7,3,75,58,9
2596, Novoslobodskaia ,380000,4,walk,agency,0,26,3,6,5,150,129,12
2597, Vodnyi stadion ,395000,15,walk,agency,0,19,2,10,5,202,108,22
2598, Maiakovskaia ,260000,6,walk,agency,0,9,6,8,3,120,64,12
2599,No data,150000,0,walk,agency,0,50,13,24,3,130,64,12
2600, Kropotkinskaia ,99000,8,walk,agency,0,53,2,16,1,32,20,8
2601, Pushkinskaia ,1500000,11,walk,agency,0,57,2,6,6,347,193,40
2602, Oktiabrskoe pole ,155000,8,walk,agency,0,65,11,14,3,150,78,26
2603, Universitet ,155000,12,walk,agency,0,55,5,9,3,79,58,10
2604, Kurskaia ,280000,11,walk,agency,0,18,4,6,4,150,86,13
2605, Krestianskaia zastava ,200000,13,walk,agency,0,71,12,15,4,127,69,14
2606, Baumanskaia ,110000,6,walk,agency,50,60,5,10,1,64,64,64
2607,No data,100000,0,walk,agency,0,52,12,17,2,67,34,10
2608, Dinamo ,300000,9,walk,agency,0,50,4,10,2,89,65,6
2609, Arbatskaia ,430000,12,walk,agency,0,46,1,7,4,133,62,15
2610, Dinamo ,140000,14,walk,agency,0,2,4,17,3,65,40,7
2611, Kitai-gorod ,190000,15,walk,agency,0,54,12,33,2,66,38,7
2612, Shchukinskaia ,250000,16,walk,agency,0,68,23,35,3,143,80,15
2613,No data,190000,0,walk,agency,0,60,3,30,4,210,98,14
2614, Krasnopresnenskaia ,210000,10,walk,agency,0,31,4,8,4,115,70,15
2615, Oktiabrskaia ,300000,9,walk,agency,0,19,8,8,5,170,104,15
2616, Novokuznetckaia ,200000,11,walk,agency,0,37,3,8,1,54,30,9
2617, Lomonosovskii prospekt ,250000,14,walk,agency,0,28,15,33,3,64,64,64
2618, Marksistskaia ,140000,6,walk,agency,0,36,3,12,4,95,73,12
2619, Narodnoe Opolchenie ,300000,14,walk,agency,0,62,19,20,3,110,58,15
2620,No data,100000,0,walk,agency,0,45,2,7,3,76,54,10
2621, Frunzenskaia ,100000,12,walk,agency,50,26,2,9,2,54,30,7
2622, Kurskaia ,150000,9,walk,agency,0,39,5,5,3,57,20,6
2623, Novoslobodskaia ,130000,9,walk,agency,0,56,2,5,2,65,45,7
2624, Barrikadnaia ,300000,11,walk,agency,0,61,5,6,1,64,64,64
2625,No data,240000,0,walk,agency,0,34,20,23,3,160,96,12
2626, Marksistskaia ,100000,15,walk,agency,0,31,6,12,2,50,32,10
2627, Botanicheskii sad ,110000,9,walk,agency,0,34,8,11,2,71,45,11
2628,No data,150000,0,walk,agency,0,38,25,25,3,90,70,10
2629, Krasnoselskaia ,240000,8,walk,agency,0,34,3,7,3,78,45,8
2630, Park kultury ,250000,8,walk,agency,0,2,2,6,5,105,84,10
2631, Shchukinskaia ,430000,22,transport,agency,0,43,22,22,4,135,70,27
2632, Maiakovskaia ,220000,8,walk,agency,0,21,2,6,4,120,90,8
2633, TcSKA ,150000,17,walk,agency,0,23,6,22,3,110,60,10
2634,No data,240000,0,walk,agency,0,39,23,25,3,120,72,14
2635, Kurskaia ,110000,7,walk,agency,0,21,2,8,2,64,44,12
2636, Tverskaia ,200000,4,walk,agency,0,27,2,5,4,158,85,18
2637,No data,230000,0,walk,agency,0,31,18,22,3,120,70,15
2638,No data,145000,0,walk,agency,0,14,3,10,2,45,29,10
2639, Frunzenskaia ,220000,10,walk,agency,0,19,2,6,4,100,67,11
2640,No data,300000,0,walk,agency,0,19,16,20,3,76,49,15
2641, Aviamotornaia ,265000,13,walk,agency,0,25,5,26,4,131,75,12
2642, Narodnoe Opolchenie ,155000,15,walk,agency,0,32,8,13,3,95,66,12
2643, Universitet ,250000,20,walk,agency,0,25,10,18,4,160,80,10
2644, Pushkinskaia ,250000,9,walk,agency,0,15,2,6,3,124,95,14
2645, Serpukhovskaia ,150000,6,walk,agency,0,7,3,8,3,87,47,15
2646, Pushkinskaia ,220000,9,walk,agency,0,23,5,5,3,115,70,18
2647, Sportivnaia ,70000,14,walk,agency,0,3,9,9,1,35,20,6
2648, Vodnyi stadion ,100000,12,walk,agency,30,2,8,9,2,99,46,15
2649, Krasnogvardeiskaia ,50000,13,walk,agency,50,22,7,12,3,63,46,6
2650, Universitet ,290000,4,walk,agency,0,1,5,19,3,138,68,15
2651, Seligerskaia ,500000,15,transport,agency,0,8,4,9,4,150,107,15
2652, Krasnoselskaia ,70000,4,walk,agency,0,5,2,5,2,50,32,8
2653, Barrikadnaia ,215000,11,walk,agency,0,2,7,7,4,100,70,10
2654, Kuntcevskaia ,140000,19,walk,agency,0,7,19,23,3,110,66,15
2655, Lomonosovskii prospekt ,140000,10,walk,agency,0,11,3,8,3,90,56,14
2656, TcSKA ,150000,7,walk,agency,0,9,13,15,2,48,18,6
2657, Universitet ,290000,6,walk,agency,0,24,15,19,4,135,94,24
2658, Dinamo ,250000,8,walk,agency,0,9,13,15,3,85,52,9
2659, Planernaia ,38000,13,walk,developer,40,33,4,9,1,3,19,7
2660, Krylatskoe ,42000,12,walk,developer,50,16,17,17,1,8,19,8
2661,No data,40000,0,walk,developer,50,26,3,5,1,35,19,7
2662, Planernaia ,50000,21,walk,developer,50,19,11,12,2,42,31,8
2663, Kuzminki ,65000,18,walk,developer,50,47,13,23,2,55,35,10
2664,No data,70000,0,walk,developer,50,38,21,22,1,39,20,10
2665, Botanicheskii sad ,98000,16,walk,developer,45,19,8,23,2,60,32,11
2666, Fili ,50000,17,transport,developer,40,13,13,16,1,40,20,10
2667, Belorusskaia ,68000,12,walk,developer,50,53,8,12,1,64,64,64
2668, Khovrino ,45000,20,walk,developer,50,26,10,17,1,39,20,10
2669, Sukharevskaia ,130000,9,walk,developer,0,61,17,19,1,64,64,64
2670, Fili ,100000,21,walk,developer,50,24,4,9,1,40,20,9
2671, Ziablikovo ,65000,10,walk,developer,50,28,1,9,3,63,48,7
2672, Piatnitckoe shosse ,60000,23,transport,developer,50,7,10,14,3,64,64,64
2673, Marina Roshcha ,130000,18,walk,owner,0,37,2,3,2,64,64,64
2674,No data,60000,0,walk,developer,50,12,8,30,1,25,12,7
2675, Kakhovskaia ,45000,2,transport,developer,30,2,3,5,2,40,30,5
2676, Tcaritcyno ,33000,6,transport,agency,0,6,8,17,1,64,64,64
2677, Tushinskaia ,35000,4,walk,agency,100,18,16,16,1,38,20,10
2678,No data,62000,0,walk,agency,50,27,7,10,1,52,32,15
2679, Marksistskaia ,140000,6,walk,agency,0,86,3,12,4,95,75,12
2680, Bulvar Rokossovskogo ,30000,10,transport,agency,100,31,7,9,1,6,19,6
2681, Polianka ,110000,6,walk,agency,0,37,4,6,2,65,38,12
2682, Krylatskoe ,200000,15,transport,agency,0,112,9,22,6,142,100,12
2683, Mezhdunarodnaia ,200000,3,walk,agency,0,149,17,85,2,64,64,64
2684, Pushkinskaia ,200000,7,walk,agency,100,195,4,8,3,64,64,64
2685, Sokol ,449000,13,walk,agency,0,19,32,57,4,64,64,64
2686, Belorusskaia ,450000,7,walk,agency,0,113,6,10,4,132,53,18
2687, Sokol ,400000,13,walk,agency,0,195,4,57,4,64,64,64
2688, Mezhdunarodnaia ,250000,7,walk,agency,0,32,48,75,2,64,64,64
2689, Novokuznetckaia ,199990,11,walk,agency,0,44,3,8,1,64,64,64
2690, Akademicheskaia ,230000,12,walk,agency,0,25,8,21,3,110,60,10
2691, Frunzenskaia ,1200000,13,walk,agency,0,18,3,7,4,64,64,64
2692, Mezhdunarodnaia ,500000,2,walk,agency,0,11,37,85,3,64,64,64
2693, Solntcevo ,95000,10,walk,agency,0,3,2,14,4,64,64,64
2694, Lubianka ,260000,6,walk,agency,0,21,6,9,3,103,68,15
2695, Krasnopresnenskaia ,200000,14,walk,agency,0,33,6,8,5,150,99,12
2696, Kropotkinskaia ,210000,8,walk,agency,0,15,5,6,3,85,43,16
2697, Polianka ,450000,8,walk,agency,0,7,4,7,3,120,74,10
2698, Tretiakovskaia ,270000,5,walk,agency,0,21,7,10,4,111,74,10
2699, Borovitckaia ,150000,11,walk,agency,0,7,8,13,3,130,53,15
2700, Smolenskaia ,150000,9,walk,agency,0,33,5,6,2,62,34,14
2701, Narodnoe Opolchenie ,150000,14,transport,agency,0,31,11,48,2,103,75,12
2702, Belorusskaia ,450000,7,walk,agency,0,11,4,11,4,150,83,10
2703, Polianka ,500000,7,walk,agency,0,46,8,9,5,229,117,15
2704, Okhotnyi riad ,150000,9,walk,agency,0,18,8,10,2,63,38,10
2705,No data,100000,0,walk,agency,0,4,8,14,3,125,70,20
2706,No data,200000,0,walk,agency,0,18,5,8,2,78,55,10
2707, Kitai-gorod ,260000,16,walk,agency,0,20,5,12,3,110,54,25
2708, Smolenskaia ,250000,13,walk,agency,0,40,2,12,1,62,40,10
2709,No data,135000,0,walk,agency,0,25,16,34,4,120,86,15
2710, Lubianka ,250000,6,walk,agency,0,15,4,8,3,125,81,12
2711, Kropotkinskaia ,310000,9,walk,agency,0,26,3,6,3,150,75,23
2712, Novokuznetckaia ,300000,3,walk,agency,0,10,6,9,3,150,79,17
2713, Prospekt Mira ,130000,11,walk,agency,0,23,10,12,2,80,45,15
2714, Smolenskaia ,435967,5,walk,agency,0,22,226,6168,2,97,60,14
2715, Dinamo ,200000,15,walk,agency,0,17,2,14,4,171,98,18
2716, Smolenskaia ,100000,9,walk,agency,0,11,7,7,3,65,47,16
2717, Trubnaia ,250000,7,walk,agency,0,34,3,4,3,123,75,19
2718, Barrikadnaia ,210000,14,walk,agency,0,29,15,17,3,130,90,15
2719, Smolenskaia ,190000,9,walk,agency,0,16,9,16,2,114,62,20
2720, Park kultury ,500000,7,walk,agency,0,27,2,7,3,150,90,15
2721, Maiakovskaia ,150000,3,walk,agency,0,26,6,8,4,90,53,12
2722,No data,150000,0,walk,agency,0,11,7,18,4,124,99,15
2723, Chistye prudy ,135000,3,walk,agency,0,3,3,5,3,90,49,16
2724, Tretiakovskaia ,450000,5,walk,agency,0,29,3,4,3,158,88,15
2725, Belorusskaia ,450000,7,walk,agency,0,28,6,10,4,132,71,18
2726, Mezhdunarodnaia ,400000,7,walk,agency,0,22,51,75,2,120,91,15
2727,No data,130000,0,walk,agency,0,27,14,22,2,65,29,10
2728, Arbatskaia ,190000,10,walk,agency,0,29,4,5,3,125,77,10
2729, Turgenevskaia ,220000,6,walk,agency,0,16,5,6,3,90,61,8
2730, Borovitckaia ,400000,5,walk,agency,0,8,4,6,4,165,145,10
2731, Belorusskaia ,150000,2,walk,agency,0,31,2,11,4,105,89,12
2732, Pushkinskaia ,245000,10,walk,agency,0,21,7,16,3,89,56,11
2733, Smolenskaia ,210000,10,walk,agency,0,22,3,4,3,103,61,10
2734, Pushkinskaia ,200000,7,walk,agency,0,21,4,9,3,100,69,12
2735, Krasnopresnenskaia ,210000,10,walk,agency,0,30,4,8,4,115,80,13
2736,No data,250000,0,walk,agency,0,27,22,25,3,180,99,25
2737, Vorobevy gory ,310000,19,walk,agency,0,1,3,20,3,64,64,64
2738,No data,230000,0,walk,agency,0,23,18,22,3,120,55,15
2739,No data,250000,0,walk,agency,0,21,15,22,4,2,80,15
2740, Dinamo ,70000,9,walk,owner,0,12,2,18,1,64,64,64
2741,No data,130000,0,walk,developer,60,42,10,12,4,64,64,64
2742, Elektrozavodskaia ,70000,15,walk,agency,80,16,7,10,2,7,33,10
2743, Frunzenskaia ,1600000,13,walk,agency,0,4,5,12,6,245,150,20
2744, Dinamo ,190000,9,walk,agency,0,17,11,18,3,75,50,10
2745,No data,130000,0,walk,agency,0,26,11,14,4,130,72,11
2746, Mitino ,47000,6,walk,developer,50,21,2,17,2,8,35,10
2747, Shchukinskaia ,250000,16,walk,agency,0,63,23,35,3,143,80,15
2748, Maiakovskaia ,135000,14,walk,agency,0,27,6,9,1,5,25,5
2749, Pushkinskaia ,1500000,11,walk,agency,0,25,2,6,6,347,193,25
2750, Smolenskaia ,400000,6,walk,agency,0,39,7,9,5,196,90,40
2751, Ulitca 1905 goda ,470000,12,walk,agency,0,43,4,10,+,8,105,35
2752, Barrikadnaia ,250000,9,walk,agency,0,34,3,8,4,127,85,9
2753, Profsoiuznaia ,490000,12,walk,agency,0,37,6,18,5,410,286,41
2754,No data,500000,0,walk,agency,0,37,28,30,6,295,156,16
2755, Frunzenskaia ,500000,5,walk,agency,0,33,3,20,3,64,64,64
2756, Lomonosovskii prospekt ,129000,20,walk,agency,0,65,18,22,2,70,52,14
2757, Chistye prudy ,500000,6,walk,agency,0,125,3,6,5,200,170,10
2758, Nekrasovka ,49000,6,walk,developer,50,25,4,17,1,38,20,10
2759,No data,250000,0,walk,agency,0,136,23,24,3,180,150,15
2760, Fonvizinskaia ,40000,13,walk,developer,0,23,6,16,1,38,19,10
2761, Khovrino ,24000,35,transport,developer,60,36,9,14,+,64,64,64
2762, Nekrasovka ,45000,3,walk,developer,50,9,5,17,1,40,20,10
2763, Kashirskaia ,60000,14,walk,developer,50,16,9,12,1,40,20,9
2764, Sokolniki ,70000,11,walk,developer,50,30,10,12,2,48,32,8
2765, Botanicheskii sad ,60000,2,walk,developer,50,29,24,25,1,64,64,64
2766,No data,110000,0,walk,developer,50,30,9,23,3,64,64,64
2767,No data,30000,0,walk,developer,60,44,6,13,1,36,16,12
2768, Mezhdunarodnaia ,380000,7,walk,developer,0,31,46,75,3,64,64,64
2769, Tcaritcyno ,60000,16,transport,developer,50,15,3,13,2,66,37,10
2770, Avtozavodskaia ,68500,10,walk,agency,0,10,5,5,2,64,64,64
2771, Preobrazhenskaia ploshchad ,50000,19,walk,developer,50,21,3,8,2,45,32,7
2772,No data,37000,0,walk,developer,60,15,15,16,1,64,64,64
2773, Turgenevskaia ,400000,5,walk,developer,0,185,3,6,5,200,124,50
2774,No data,110000,0,walk,developer,50,14,3,23,2,64,64,64
2775, Belorusskaia ,420000,7,walk,developer,0,120,4,10,4,64,64,64
2776, Buninskaia Alleia ,30000,19,transport,developer,0,2,2,17,1,64,64,64
2777, Dostoevskaia ,108500,13,walk,agency,0,19,7,17,3,64,64,64
2778, Ulitca 800-letiia Moskvy ,50000,4,transport,developer,50,3,17,24,1,40,20,10
2779, Ulitca Starokachalovskaia ,33000,15,walk,agency,60,26,2,17,1,64,64,64
2780, Tcaritcyno ,45000,8,walk,developer,50,14,9,9,1,33,18,7
2781, Tulskaia ,40000,7,walk,agency,100,9,2,6,1,42,21,8
2782, Buninskaia Alleia ,30000,15,transport,developer,25,15,6,9,1,64,64,64
2783, Bulvar Dmitriia Donskogo ,65000,14,walk,developer,35,26,5,12,3,75,48,10
2784, Khovrino ,25000,33,transport,developer,60,66,2,14,1,64,64,64
2785,No data,48000,0,transport,developer,50,17,4,9,1,32,18,7
2786,No data,50000,0,transport,developer,60,20,7,17,1,64,64,64
2787, Baumanskaia ,60000,7,walk,developer,50,14,7,12,1,64,64,64
2788, Ramenki ,220000,15,walk,developer,50,36,10,21,3,90,50,10
2789, Krasnoselskaia ,65000,9,transport,owner,0,11,4,4,2,64,64,64
2790, Botanicheskii sad ,100000,15,walk,developer,50,0,19,23,2,63,36,10
2791, Bratislavskaia ,30000,14,walk,developer,60,1,14,25,1,40,20,9
2792,No data,130000,0,walk,developer,50,73,8,30,2,64,64,64
2793, Rasskazovka ,41500,12,transport,agency,0,7,16,19,1,64,64,64
2794, Sviblovo ,45000,9,walk,developer,50,21,13,17,1,40,20,10
2795, Prokshino ,48000,15,transport,developer,100,46,9,9,1,42,18,12
2796, Fili ,70000,2,walk,owner,0,33,3,19,1,64,64,64
2797,No data,47000,0,walk,developer,50,25,23,33,1,42,21,10
2798, Shchelkovskaia ,42000,18,walk,developer,50,7,8,17,1,38,19,9
2799, Smolenskaia ,100000,6,walk,owner,0,0,6,8,2,70,50,10
2800,No data,34000,0,walk,developer,40,10,2,9,1,35,20,8
2801, TcSKA ,99000,11,walk,developer,50,28,10,14,1,64,64,64
2802, Medvedkovo ,52000,9,walk,owner,0,24,2,12,2,64,64,64
2803, Mezhdunarodnaia ,300000,6,walk,developer,0,172,35,71,2,64,64,64
2804, Izmailovskaia ,40000,14,walk,developer,50,28,2,5,1,64,64,64
2805, Filatov Lug ,65000,27,transport,developer,30,5,13,19,3,105,50,15
2806, Tekstilshchiki ,45000,20,walk,developer,50,8,7,12,1,37,19,9
2807, Iasenevo ,44000,11,walk,agency,0,5,5,16,2,64,64,64
2808, Babushkinskaia ,44000,12,transport,developer,40,25,7,9,2,45,28,7
2809, Baumanskaia ,65000,5,walk,developer,50,13,5,16,1,37,19,9
2810, Nekrasovka ,33000,6,walk,developer,50,66,5,17,1,64,64,64
2811, Liublino ,50000,13,walk,developer,50,53,18,22,1,37,20,10
2812, Ozernaia ,62000,22,walk,developer,50,27,15,21,2,48,32,8
2813, Otradnoe ,60000,15,transport,agency,50,18,14,16,3,64,64,64
2814,No data,66922,0,transport,agency,0,52,10,22,4,64,64,64
2815, Butyrskaia ,64000,13,walk,developer,0,10,1,12,2,49,30,6
2816, Tcvetnoi bulvar ,100000,4,walk,developer,80,39,4,8,1,5,20,10
2817, Izmailovskaia ,50000,14,walk,developer,50,3,17,17,1,38,20,9
2818,No data,150000,0,walk,owner,0,29,34,47,2,64,64,64
2819, Otradnoe ,43000,8,walk,developer,50,1,14,16,1,42,20,12
2820, Varshavskaia ,47000,12,walk,agency,0,22,7,9,1,64,64,64
